Generating graph...
Graph Stats:
Number of nodes: 3270
Number of sources: 1
Number of sinks: 174
Number of edges: 9894
Computing BFS...
Done.
Found back edge 0-3312 -> 1-3412, id: 1060 -> 321, dist: 10 -> 7  
Found back edge 0-3312 -> 1-3412, id: 1060 -> 321, dist: 10 -> 7  
Found back edge 0-3312 -> 1-3512, id: 1060 -> 266, dist: 10 -> 7  
Found back edge 0-3312 -> 1-3512, id: 1060 -> 266, dist: 10 -> 7  
Found back edge 0-3657 -> 1-4607, id: 1061 -> 876, dist: 10 -> 9 -HIT replaceable to 1-3757
Found back edge 0-3757 -> 1-4707, id: 1065 -> 875, dist: 10 -> 9 -HIT replaceable to 1-5757
Found back edge 0-0557 -> 1-2505, id: 1066 -> 776, dist: 10 -> 9 -HIT 
Found back edge 0-3747 -> 1-5707, id: 1068 -> 858, dist: 10 -> 9 -HIT replaceable to 1-4747
Found back edge 0-1857 -> 1-2805, id: 1070 -> 656, dist: 10 -> 9 -HIT 
Found back edge 0-4746 -> 1-5706, id: 1073 -> 857, dist: 10 -> 9 -HIT replaceable to 1-6746
Found back edge 0-4737 -> 1-5737, id: 1074 -> 871, dist: 10 -> 9  replaceable to 1-4837
Found back edge 0-0857 -> 1-2805, id: 1076 -> 656, dist: 10 -> 9 -HIT 
Found back edge 0-1757 -> 1-2705, id: 1077 -> 288, dist: 10 -> 7 -HIT replaceable to 1-3757
Found back edge 0-4716 -> 1-5716, id: 1079 -> 851, dist: 10 -> 9  replaceable to 1-4806
Found back edge 0-2212 -> 1-2312, id: 1080 -> 9, dist: 10 -> 3  
Found back edge 0-2212 -> 1-2312, id: 1080 -> 9, dist: 10 -> 3  
Found back edge 0-2212 -> 1-2412, id: 1080 -> 329, dist: 10 -> 7  
Found back edge 0-2212 -> 1-2412, id: 1080 -> 329, dist: 10 -> 7  
Found back edge 0-0734 -> 1-2734, id: 1081 -> 380, dist: 10 -> 7  
Found back edge 0-0714 -> 1-1714, id: 1084 -> 712, dist: 10 -> 9  
Found back edge 0-0714 -> 1-2714, id: 1084 -> 364, dist: 10 -> 7  
Found back edge 0-5615 -> 1-5715, id: 1086 -> 859, dist: 10 -> 9  replaceable to 1-6715
Found back edge 0-3855 -> 1-3855, id: 1091 -> 872, dist: 10 -> 9  
Found back edge 0-4647 -> 1-5607, id: 1097 -> 870, dist: 10 -> 9 -HIT replaceable to 1-4747
Found back edge 0-0512 -> 1-1512, id: 1101 -> 16, dist: 10 -> 3  
Found back edge 0-0512 -> 1-2512, id: 1101 -> 264, dist: 10 -> 7  
Found back edge 0-4747 -> 1-5707, id: 1108 -> 858, dist: 10 -> 9 -HIT replaceable to 1-6747
Found back edge 1-1446 -> 0-0156, id: 1110 -> 936, dist: 11 -> 10 -HIT replaceable to 0-0448
Found back edge 1-1446 -> 0-1447, id: 1110 -> 1037, dist: 11 -> 10  replaceable to 0-1466
Found back edge 1-2446 -> 0-0256, id: 1111 -> 938, dist: 11 -> 10 -HIT replaceable to 0-2466
Found back edge 1-2446 -> 0-0447, id: 1111 -> 971, dist: 11 -> 10 -HIT replaceable to 0-2466
Found back edge 1-4506 -> 0-4526, id: 1112 -> 565, dist: 11 -> 8  
Found back edge 1-4646 -> 0-0656, id: 1113 -> 980, dist: 11 -> 10 -HIT replaceable to 0-4648
Found back edge 1-4646 -> 0-4647, id: 1113 -> 1097, dist: 11 -> 10  replaceable to 0-4666
Found back edge 1-2746 -> 0-2756, id: 1114 -> 959, dist: 11 -> 10  replaceable to 0-2766
Found back edge 1-2746 -> 0-0747, id: 1114 -> 1039, dist: 11 -> 10 -HIT replaceable to 0-2766
Found back edge 1-2846 -> 0-2856, id: 1115 -> 1040, dist: 11 -> 10  replaceable to 0-2866
Found back edge 1-2846 -> 0-0847, id: 1115 -> 1041, dist: 11 -> 10 -HIT replaceable to 0-2866
Found back edge 1-1246 -> 0-1256, id: 1116 -> 927, dist: 11 -> 10  replaceable to 0-0248
Found back edge 1-1246 -> 0-0147, id: 1116 -> 928, dist: 11 -> 10 -HIT replaceable to 0-1266
Found back edge 1-2246 -> 0-2256, id: 1117 -> 930, dist: 11 -> 10  replaceable to 0-2266
Found back edge 1-3528 -> 0-3538, id: 1118 -> 961, dist: 11 -> 10  
Found back edge 1-2628 -> 0-0238, id: 1119 -> 962, dist: 11 -> 10 -HIT 
Found back edge 1-4528 -> 0-4538, id: 1120 -> 950, dist: 11 -> 10  
Found back edge 1-2708 -> 0-2718, id: 1121 -> 569, dist: 11 -> 8  
Found back edge 1-2708 -> 0-0228, id: 1121 -> 963, dist: 11 -> 10 -HIT 
Found back edge 1-4628 -> 0-0438, id: 1122 -> 941, dist: 11 -> 10 -HIT 
Found back edge 1-3628 -> 0-0338, id: 1123 -> 965, dist: 11 -> 10 -HIT 
Found back edge 1-2828 -> 0-2838, id: 1124 -> 1072, dist: 11 -> 10  
Found back edge 1-1646 -> 0-1647, id: 1125 -> 1042, dist: 11 -> 10  replaceable to 0-0648
Found back edge 1-2646 -> 0-2656, id: 1126 -> 975, dist: 11 -> 10  replaceable to 0-2666
Found back edge 1-2646 -> 0-0647, id: 1126 -> 976, dist: 11 -> 10 -HIT replaceable to 0-2666
Found back edge 1-1506 -> 0-1516, id: 1127 -> 170, dist: 11 -> 6  
Found back edge 1-1506 -> 0-1526, id: 1127 -> 456, dist: 11 -> 8  
Found back edge 1-2428 -> 0-2438, id: 1128 -> 943, dist: 11 -> 10  
Found back edge 1-2506 -> 0-2516, id: 1129 -> 176, dist: 11 -> 6  
Found back edge 1-2506 -> 0-2526, id: 1129 -> 419, dist: 11 -> 8  
Found back edge 1-4446 -> 0-4447, id: 1130 -> 1071, dist: 11 -> 10  replaceable to 0-4448
Found back edge 1-3428 -> 0-3438, id: 1131 -> 983, dist: 11 -> 10  
Found back edge 1-2528 -> 0-2538, id: 1132 -> 932, dist: 11 -> 10  
Found back edge 1-4428 -> 0-4438, id: 1133 -> 934, dist: 11 -> 10  
Found back edge 1-4804 -> 0-0414, id: 1139 -> 511, dist: 11 -> 8 -HIT 
Found back edge 1-1645 -> 0-1646, id: 1145 -> 984, dist: 11 -> 10  replaceable to 0-1656
Found back edge 1-1645 -> 0-1647, id: 1145 -> 1042, dist: 11 -> 10  replaceable to 0-1655
Found back edge 1-4746 -> 0-0756, id: 1146 -> 1064, dist: 11 -> 10 -HIT replaceable to 0-4748
Found back edge 1-4746 -> 0-4747, id: 1146 -> 1108, dist: 11 -> 10  replaceable to 0-4748
Found back edge 1-4846 -> 0-0856, id: 1148 -> 1095, dist: 11 -> 10 -HIT replaceable to 0-4866
Found back edge 1-5528 -> 0-5538, id: 1149 -> 1067, dist: 11 -> 10  
Found back edge 1-5528 -> 0-5528, id: 1149 -> 973, dist: 11 -> 10  
Found back edge 1-5628 -> 0-0538, id: 1150 -> 1044, dist: 11 -> 10 -HIT 
Found back edge 1-4708 -> 0-4718, id: 1151 -> 1034, dist: 11 -> 10  
Found back edge 1-4708 -> 0-0428, id: 1151 -> 891, dist: 11 -> 10 -HIT 
Found back edge 1-4802 -> 0-0412, id: 1157 -> 1006, dist: 11 -> 10 -HIT 
Found back edge 1-4803 -> 0-0413, id: 1158 -> 901, dist: 11 -> 10 -HIT 
Found back edge 1-4836 -> 0-0856, id: 1159 -> 1095, dist: 11 -> 10 -HIT replaceable to 0-4846
Found back edge 1-3828 -> 0-3838, id: 1160 -> 1109, dist: 11 -> 10  
Found back edge 1-4807 -> 0-0417, id: 1162 -> 454, dist: 11 -> 8 -HIT 
Found back edge 1-4808 -> 0-0418, id: 1164 -> 508, dist: 11 -> 8 -HIT 
Found back edge 1-1304 -> 0-1314, id: 1167 -> 25, dist: 11 -> 4  
Found back edge 1-1304 -> 0-1324, id: 1167 -> 580, dist: 11 -> 8  
Found back edge 1-2304 -> 0-2314, id: 1168 -> 29, dist: 11 -> 4  
Found back edge 1-2304 -> 0-2324, id: 1168 -> 111, dist: 11 -> 6  
Found back edge 1-1305 -> 0-1315, id: 1170 -> 37, dist: 11 -> 4  
Found back edge 1-1305 -> 0-1325, id: 1170 -> 484, dist: 11 -> 8  
Found back edge 1-2305 -> 0-2315, id: 1171 -> 39, dist: 11 -> 4  
Found back edge 1-2305 -> 0-2325, id: 1171 -> 118, dist: 11 -> 6  
Found back edge 1-1406 -> 0-1416, id: 1172 -> 132, dist: 11 -> 6  
Found back edge 1-1406 -> 0-1426, id: 1172 -> 505, dist: 11 -> 8  
Found back edge 1-1147 -> 0-1157, id: 1173 -> 1057, dist: 11 -> 10  
Found back edge 1-1204 -> 0-1214, id: 1174 -> 992, dist: 11 -> 10  
Found back edge 1-1204 -> 0-1224, id: 1174 -> 202, dist: 11 -> 6  
Found back edge 1-2406 -> 0-2416, id: 1175 -> 122, dist: 11 -> 6  
Found back edge 1-2406 -> 0-2426, id: 1175 -> 389, dist: 11 -> 8  
Found back edge 1-2656 -> 0-0657, id: 1176 -> 1053, dist: 11 -> 10 -HIT replaceable to 0-2658
Found back edge 1-2756 -> 0-0757, id: 1177 -> 1054, dist: 11 -> 10 -HIT replaceable to 0-2766
Found back edge 1-2608 -> 0-2618, id: 1179 -> 438, dist: 11 -> 8  
Found back edge 1-2608 -> 0-2628, id: 1179 -> 887, dist: 11 -> 10  
Found back edge 1-4608 -> 0-4618, id: 1182 -> 921, dist: 11 -> 10  
Found back edge 1-4608 -> 0-4628, id: 1182 -> 910, dist: 11 -> 10  
Found back edge 1-1146 -> 0-1156, id: 1183 -> 988, dist: 11 -> 10  
Found back edge 1-1146 -> 0-1147, id: 1183 -> 954, dist: 11 -> 10  
Found back edge 1-1156 -> 0-1157, id: 1184 -> 1057, dist: 11 -> 10  replaceable to 0-1167
Found back edge 1-1256 -> 0-0157, id: 1185 -> 1058, dist: 11 -> 10 -HIT replaceable to 0-1266
Found back edge 1-1447 -> 0-0157, id: 1186 -> 1058, dist: 11 -> 10 -HIT replaceable to 0-0448
Found back edge 1-3347 -> 0-3357, id: 1187 -> 1050, dist: 11 -> 10  
Found back edge 1-3347 -> 0-3347, id: 1187 -> 1036, dist: 11 -> 10  
Found back edge 1-1507 -> 0-1517, id: 1188 -> 171, dist: 11 -> 6  
Found back edge 1-1507 -> 0-1527, id: 1188 -> 570, dist: 11 -> 8  
Found back edge 1-1347 -> 0-1357, id: 1189 -> 1056, dist: 11 -> 10  replaceable to 0-0167
Found back edge 1-4438 -> 0-4438, id: 1193 -> 934, dist: 11 -> 10  
Found back edge 1-3507 -> 0-3517, id: 1195 -> 207, dist: 11 -> 6  
Found back edge 1-3507 -> 0-3527, id: 1195 -> 450, dist: 11 -> 8  
Found back edge 1-4507 -> 0-4517, id: 1196 -> 566, dist: 11 -> 8  
Found back edge 1-4507 -> 0-4527, id: 1196 -> 613, dist: 11 -> 8  
Found back edge 1-3647 -> 0-3657, id: 1197 -> 1061, dist: 11 -> 10  replaceable to 0-0667
Found back edge 1-3708 -> 0-3718, id: 1198 -> 617, dist: 11 -> 8  
Found back edge 1-3708 -> 0-0328, id: 1198 -> 969, dist: 11 -> 10 -HIT 
Found back edge 1-1556 -> 0-1557, id: 1199 -> 1055, dist: 11 -> 10  replaceable to 0-0558
Found back edge 1-2556 -> 0-0557, id: 1200 -> 1066, dist: 11 -> 10 -HIT replaceable to 0-2558
Found back edge 1-5538 -> 0-5538, id: 1201 -> 1067, dist: 11 -> 10  
Found back edge 1-5608 -> 0-5618, id: 1202 -> 1048, dist: 11 -> 10  
Found back edge 1-5608 -> 0-5628, id: 1202 -> 1078, dist: 11 -> 10  
Found back edge 1-4806 -> 0-0416, id: 1205 -> 149, dist: 11 -> 6 -HIT 
Found back edge 1-2328 -> 0-2338, id: 1206 -> 958, dist: 11 -> 10  
Found back edge 1-2222 -> 0-2223, id: 1207 -> 21, dist: 11 -> 4  
Found back edge 1-2222 -> 0-2223, id: 1207 -> 21, dist: 11 -> 4  
Found back edge 1-2222 -> 0-2224, id: 1207 -> 488, dist: 11 -> 8  
Found back edge 1-2222 -> 0-2224, id: 1207 -> 488, dist: 11 -> 8  
Found back edge 1-1322 -> 0-1323, id: 1208 -> 24, dist: 11 -> 4  
Found back edge 1-1322 -> 0-1323, id: 1208 -> 24, dist: 11 -> 4  
Found back edge 1-1322 -> 0-1324, id: 1208 -> 580, dist: 11 -> 8  
Found back edge 1-1322 -> 0-1324, id: 1208 -> 580, dist: 11 -> 8  
Found back edge 1-3328 -> 0-3338, id: 1210 -> 1059, dist: 11 -> 10  
Found back edge 1-2856 -> 0-0857, id: 1212 -> 1076, dist: 11 -> 10 -HIT replaceable to 0-2858
Found back edge 1-3608 -> 0-3618, id: 1215 -> 615, dist: 11 -> 8  
Found back edge 1-3608 -> 0-3628, id: 1215 -> 964, dist: 11 -> 10  
Found back edge 1-2228 -> 0-2238, id: 1217 -> 956, dist: 11 -> 10  
Found back edge 1-1846 -> 0-1856, id: 1218 -> 981, dist: 11 -> 10  replaceable to 0-0848
Found back edge 1-1846 -> 0-1847, id: 1218 -> 982, dist: 11 -> 10  replaceable to 0-1866
Found back edge 1-4647 -> 0-0657, id: 1219 -> 1053, dist: 11 -> 10 -HIT replaceable to 0-4648
Found back edge 1-3747 -> 0-3757, id: 1220 -> 1065, dist: 11 -> 10  replaceable to 0-0767
Found back edge 1-3847 -> 0-3857, id: 1221 -> 1107, dist: 11 -> 10  replaceable to 0-0867
Found back edge 1-5708 -> 0-5718, id: 1222 -> 1094, dist: 11 -> 10  
Found back edge 1-5708 -> 0-0528, id: 1222 -> 948, dist: 11 -> 10 -HIT 
Found back edge 1-1856 -> 0-1857, id: 1224 -> 1070, dist: 11 -> 10  replaceable to 0-1866
Found back edge 1-1847 -> 0-1857, id: 1225 -> 1070, dist: 11 -> 10  replaceable to 0-1867
Found back edge 1-1746 -> 0-1756, id: 1227 -> 977, dist: 11 -> 10  replaceable to 0-1766
Found back edge 1-1746 -> 0-1747, id: 1227 -> 978, dist: 11 -> 10  replaceable to 0-0748
Found back edge 1-1222 -> 0-1223, id: 1228 -> 991, dist: 11 -> 10  
Found back edge 1-1222 -> 0-1223, id: 1228 -> 991, dist: 11 -> 10  
Found back edge 1-1222 -> 0-1224, id: 1228 -> 202, dist: 11 -> 6  
Found back edge 1-1222 -> 0-1224, id: 1228 -> 202, dist: 11 -> 6  
Found back edge 1-6704 -> 0-0624, id: 1229 -> 1002, dist: 11 -> 10 -HIT 
Found back edge 1-5802 -> 0-0512, id: 1232 -> 1101, dist: 11 -> 10 -HIT 
Found back edge 1-6706 -> 0-0626, id: 1234 -> 474, dist: 11 -> 8 -HIT 
Found back edge 1-5826 -> 0-0846, id: 1235 -> 1014, dist: 11 -> 10 -HIT replaceable to 0-5836
Found back edge 1-6707 -> 0-0627, id: 1236 -> 503, dist: 11 -> 8 -HIT 
Found back edge 1-5827 -> 0-0847, id: 1237 -> 1041, dist: 11 -> 10 -HIT replaceable to 0-5837
Found back edge 1-5805 -> 0-0515, id: 1239 -> 944, dist: 11 -> 10 -HIT 
Found back edge 1-6714 -> 0-0624, id: 1240 -> 1002, dist: 11 -> 10 -HIT replaceable to 0-6715
Found back edge 1-6714 -> 0-0734, id: 1240 -> 1081, dist: 11 -> 10 -HIT replaceable to 0-6716
Found back edge 1-5803 -> 0-0513, id: 1243 -> 998, dist: 11 -> 10 -HIT 
Found back edge 1-6705 -> 0-0625, id: 1246 -> 895, dist: 11 -> 10 -HIT 
Found back edge 1-6716 -> 0-0626, id: 1247 -> 474, dist: 11 -> 8 -HIT replaceable to 0-6717
Found back edge 1-6716 -> 0-0736, id: 1247 -> 610, dist: 11 -> 8 -HIT replaceable to 0-6718
Found back edge 1-5806 -> 0-0516, id: 1248 -> 206, dist: 11 -> 6 -HIT 
Found back edge 1-6717 -> 0-0627, id: 1249 -> 503, dist: 11 -> 8 -HIT 
Found back edge 1-6717 -> 0-0737, id: 1249 -> 564, dist: 11 -> 8 -HIT 
Found back edge 1-5807 -> 0-0517, id: 1250 -> 177, dist: 11 -> 6 -HIT 
Found back edge 1-1755 -> 0-1756, id: 1252 -> 977, dist: 11 -> 10  
Found back edge 1-1755 -> 0-1756, id: 1252 -> 977, dist: 11 -> 10  
Found back edge 1-1755 -> 0-1757, id: 1252 -> 1077, dist: 11 -> 10  
Found back edge 1-1755 -> 0-1757, id: 1252 -> 1077, dist: 11 -> 10  
Found back edge 1-6718 -> 0-0628, id: 1254 -> 985, dist: 11 -> 10 -HIT 
Found back edge 1-6718 -> 0-0738, id: 1254 -> 986, dist: 11 -> 10 -HIT 
Found back edge 1-3447 -> 0-0357, id: 1255 -> 1052, dist: 11 -> 10 -HIT replaceable to 0-3448
Found back edge 1-1747 -> 0-1757, id: 1256 -> 1077, dist: 11 -> 10  replaceable to 0-1767
Found back edge 1-1756 -> 0-1757, id: 1257 -> 1077, dist: 11 -> 10  replaceable to 0-1766
Found back edge 1-5808 -> 0-0518, id: 1259 -> 458, dist: 11 -> 8 -HIT 
Found back edge 1-3407 -> 0-3427, id: 1260 -> 554, dist: 11 -> 8  
Found back edge 1-1407 -> 0-1417, id: 1268 -> 506, dist: 11 -> 8  
Found back edge 1-1407 -> 0-1427, id: 1268 -> 889, dist: 11 -> 10  
Found back edge 1-1205 -> 0-1215, id: 1271 -> 203, dist: 11 -> 6  
Found back edge 1-1205 -> 0-1225, id: 1271 -> 182, dist: 11 -> 6  
Found back edge 1-5656 -> 0-5657, id: 1275 -> 1105, dist: 11 -> 10  replaceable to 0-5666
Found back edge 1-5756 -> 0-5757, id: 1276 -> 1106, dist: 11 -> 10  replaceable to 0-5767
Found back edge 1-4747 -> 0-0757, id: 1279 -> 1054, dist: 11 -> 10 -HIT replaceable to 0-4748
Found back edge 1-4837 -> 0-0857, id: 1283 -> 1076, dist: 11 -> 10 -HIT replaceable to 0-4847
Found back edge 1-6708 -> 0-0628, id: 1284 -> 985, dist: 11 -> 10 -HIT 
Found back edge 1-1734 -> 0-1735, id: 1287 -> 209, dist: 11 -> 6  
Found back edge 1-1734 -> 0-1745, id: 1287 -> 551, dist: 11 -> 8  
Found back edge 1-1734 -> 0-1736, id: 1287 -> 525, dist: 11 -> 8  
Found back edge 1-6715 -> 0-0625, id: 1290 -> 895, dist: 11 -> 10 -HIT replaceable to 0-6717
Found back edge 1-6715 -> 0-0735, id: 1290 -> 996, dist: 11 -> 10 -HIT replaceable to 0-6717
Found back edge 1-5836 -> 0-0846, id: 1296 -> 1014, dist: 11 -> 10 -HIT replaceable to 0-5856
Found back edge 1-5837 -> 0-0847, id: 1303 -> 1041, dist: 11 -> 10 -HIT replaceable to 0-5857
Found back edge 1-4847 -> 0-0857, id: 1312 -> 1076, dist: 11 -> 10 -HIT replaceable to 0-4848
Found back edge 0-0448 -> 1-1404, id: 1333 -> 681, dist: 12 -> 9 -HIT 
Found back edge 0-4516 -> 1-4616, id: 1336 -> 652, dist: 12 -> 9  
Found back edge 0-4516 -> 1-5616, id: 1336 -> 850, dist: 12 -> 9  
Found back edge 0-4516 -> 1-4716, id: 1336 -> 768, dist: 12 -> 9  
Found back edge 0-4648 -> 1-5608, id: 1338 -> 1202, dist: 12 -> 11 -HIT replaceable to 1-6648
Found back edge 0-0248 -> 1-1204, id: 1344 -> 1174, dist: 12 -> 11 -HIT 
Found back edge 0-0348 -> 1-1304, id: 1347 -> 1167, dist: 12 -> 11 -HIT 
Found back edge 0-3648 -> 1-5608, id: 1349 -> 1202, dist: 12 -> 11 -HIT replaceable to 1-3748
Found back edge 0-1656 -> 1-2656, id: 1350 -> 1176, dist: 12 -> 11  
Found back edge 0-1656 -> 1-1756, id: 1350 -> 1257, dist: 12 -> 11  
Found back edge 0-1656 -> 1-3605, id: 1350 -> 373, dist: 12 -> 7 -HIT 
Found back edge 0-1656 -> 1-1856, id: 1350 -> 1224, dist: 12 -> 11  
Found back edge 0-0648 -> 1-1604, id: 1352 -> 249, dist: 12 -> 7 -HIT 
Found back edge 0-6646 -> 1-6746, id: 1358 -> 1282, dist: 12 -> 11  
Found back edge 0-6646 -> 1-6746, id: 1358 -> 1282, dist: 12 -> 11  
Found back edge 0-0845 -> 1-1845, id: 1359 -> 723, dist: 12 -> 9  
Found back edge 0-0845 -> 1-2845, id: 1359 -> 778, dist: 12 -> 9  
Found back edge 0-4846 -> 1-5806, id: 1360 -> 1248, dist: 12 -> 11 -HIT 
Found back edge 0-6627 -> 1-6707, id: 1361 -> 1236, dist: 12 -> 11 -HIT 
Found back edge 0-6627 -> 1-6707, id: 1361 -> 1236, dist: 12 -> 11 -HIT 
Found back edge 0-6628 -> 1-6708, id: 1362 -> 1284, dist: 12 -> 11 -HIT 
Found back edge 0-6628 -> 1-6708, id: 1362 -> 1284, dist: 12 -> 11 -HIT 
Found back edge 0-4836 -> 1-5836, id: 1363 -> 1296, dist: 12 -> 11  
Found back edge 0-4827 -> 1-5827, id: 1364 -> 1237, dist: 12 -> 11  
Found back edge 0-4828 -> 1-5828, id: 1365 -> 1286, dist: 12 -> 11  
Found back edge 0-6624 -> 1-6704, id: 1366 -> 1229, dist: 12 -> 11 -HIT 
Found back edge 0-6624 -> 1-6704, id: 1366 -> 1229, dist: 12 -> 11 -HIT 
Found back edge 0-6615 -> 1-6715, id: 1367 -> 1290, dist: 12 -> 11  
Found back edge 0-6615 -> 1-6715, id: 1367 -> 1290, dist: 12 -> 11  
Found back edge 0-6616 -> 1-6716, id: 1368 -> 1247, dist: 12 -> 11  
Found back edge 0-6616 -> 1-6716, id: 1368 -> 1247, dist: 12 -> 11  
Found back edge 0-4824 -> 1-5802, id: 1369 -> 1232, dist: 12 -> 11 -HIT 
Found back edge 0-6625 -> 1-6705, id: 1370 -> 1246, dist: 12 -> 11 -HIT 
Found back edge 0-6625 -> 1-6705, id: 1370 -> 1246, dist: 12 -> 11 -HIT 
Found back edge 0-6644 -> 1-6744, id: 1371 -> 1253, dist: 12 -> 11  
Found back edge 0-6644 -> 1-6744, id: 1371 -> 1253, dist: 12 -> 11  
Found back edge 0-6626 -> 1-6706, id: 1372 -> 1234, dist: 12 -> 11 -HIT 
Found back edge 0-6626 -> 1-6706, id: 1372 -> 1234, dist: 12 -> 11 -HIT 
Found back edge 0-4834 -> 1-5803, id: 1373 -> 1243, dist: 12 -> 11 -HIT 
Found back edge 0-0825 -> 1-1825, id: 1374 -> 384, dist: 12 -> 7  
Found back edge 0-0825 -> 1-2825, id: 1374 -> 647, dist: 12 -> 9  
Found back edge 0-4844 -> 1-4844, id: 1375 -> 1135, dist: 12 -> 11  
Found back edge 0-4826 -> 1-5826, id: 1376 -> 1235, dist: 12 -> 11  
Found back edge 0-6622 -> 1-6622, id: 1377 -> 1142, dist: 12 -> 11  
Found back edge 0-4823 -> 1-5823, id: 1378 -> 1231, dist: 12 -> 11  
Found back edge 0-4833 -> 1-5833, id: 1379 -> 1258, dist: 12 -> 11  
Found back edge 0-4833 -> 1-4833, id: 1379 -> 1241, dist: 12 -> 11  
Found back edge 0-1655 -> 1-2655, id: 1380 -> 796, dist: 12 -> 9  
Found back edge 0-1655 -> 1-1755, id: 1380 -> 1252, dist: 12 -> 11  
Found back edge 0-1655 -> 1-3655, id: 1380 -> 809, dist: 12 -> 9  
Found back edge 0-1655 -> 1-1855, id: 1380 -> 817, dist: 12 -> 9  
Found back edge 0-4748 -> 1-5708, id: 1382 -> 1222, dist: 12 -> 11 -HIT replaceable to 1-6748
Found back edge 0-6656 -> 1-6756, id: 1383 -> 1318, dist: 12 -> 11  
Found back edge 0-6656 -> 1-6756, id: 1383 -> 1318, dist: 12 -> 11  
Found back edge 0-6647 -> 1-6747, id: 1384 -> 1331, dist: 12 -> 11  
Found back edge 0-6647 -> 1-6747, id: 1384 -> 1331, dist: 12 -> 11  
Found back edge 0-4847 -> 1-5807, id: 1387 -> 1250, dist: 12 -> 11 -HIT 
Found back edge 0-4848 -> 1-5808, id: 1389 -> 1259, dist: 12 -> 11 -HIT 
Found back edge 0-4837 -> 1-5837, id: 1390 -> 1303, dist: 12 -> 11  
Found back edge 0-4838 -> 1-5838, id: 1391 -> 1322, dist: 12 -> 11  
Found back edge 0-6614 -> 1-6714, id: 1392 -> 1240, dist: 12 -> 11  
Found back edge 0-6614 -> 1-6714, id: 1392 -> 1240, dist: 12 -> 11  
Found back edge 0-4822 -> 1-5822, id: 1393 -> 1230, dist: 12 -> 11  
Found back edge 0-3848 -> 1-5808, id: 1394 -> 1259, dist: 12 -> 11 -HIT 
Found back edge 0-6618 -> 1-6718, id: 1395 -> 1254, dist: 12 -> 11  
Found back edge 0-6618 -> 1-6718, id: 1395 -> 1254, dist: 12 -> 11  
Found back edge 0-6617 -> 1-6717, id: 1396 -> 1249, dist: 12 -> 11  
Found back edge 0-6617 -> 1-6717, id: 1396 -> 1249, dist: 12 -> 11  
Found back edge 0-0835 -> 1-1835, id: 1397 -> 383, dist: 12 -> 7  
Found back edge 0-0835 -> 1-2835, id: 1397 -> 766, dist: 12 -> 9  
Found back edge 0-6612 -> 1-6701, id: 1398 -> 1242, dist: 12 -> 11 -HIT 
Found back edge 0-6612 -> 1-6701, id: 1398 -> 1242, dist: 12 -> 11 -HIT 
Found back edge 0-6611 -> 1-6711, id: 1399 -> 1233, dist: 12 -> 11  
Found back edge 0-6611 -> 1-6711, id: 1399 -> 1233, dist: 12 -> 11  
Found back edge 0-6611 -> 1-6611, id: 1399 -> 1166, dist: 12 -> 11  
Found back edge 0-0667 -> 1-2606, id: 1402 -> 664, dist: 12 -> 9 -HIT 
Found back edge 0-2658 -> 1-4608, id: 1403 -> 1182, dist: 12 -> 11 -HIT replaceable to 1-3658
Found back edge 0-0767 -> 1-2706, id: 1404 -> 650, dist: 12 -> 9 -HIT 
Found back edge 0-2758 -> 1-4708, id: 1405 -> 1151, dist: 12 -> 11 -HIT replaceable to 1-2858
Found back edge 0-0558 -> 1-1505, id: 1407 -> 773, dist: 12 -> 9 -HIT 
Found back edge 0-0258 -> 1-1205, id: 1410 -> 1271, dist: 12 -> 11 -HIT 
Found back edge 0-1467 -> 1-2406, id: 1411 -> 1175, dist: 12 -> 11 -HIT replaceable to 1-1667
Found back edge 0-1467 -> 1-3407, id: 1411 -> 1260, dist: 12 -> 11 -HIT replaceable to 1-1567
Found back edge 0-0358 -> 1-1305, id: 1413 -> 1170, dist: 12 -> 11 -HIT 
Found back edge 0-1567 -> 1-2506, id: 1417 -> 1129, dist: 12 -> 11 -HIT replaceable to 1-1667
Found back edge 0-1567 -> 1-3507, id: 1417 -> 1195, dist: 12 -> 11 -HIT replaceable to 1-1667
Found back edge 0-0567 -> 1-2506, id: 1419 -> 1129, dist: 12 -> 11 -HIT 
Found back edge 0-0758 -> 1-1705, id: 1421 -> 256, dist: 12 -> 7 -HIT 
Found back edge 0-0867 -> 1-2806, id: 1425 -> 657, dist: 12 -> 9 -HIT 
Found back edge 0-2858 -> 1-4808, id: 1426 -> 1164, dist: 12 -> 11 -HIT 
Found back edge 0-3748 -> 1-5708, id: 1427 -> 1222, dist: 12 -> 11 -HIT replaceable to 1-4748
Found back edge 0-3758 -> 1-4708, id: 1428 -> 1151, dist: 12 -> 11 -HIT replaceable to 1-3858
Found back edge 0-0848 -> 1-1804, id: 1430 -> 365, dist: 12 -> 7 -HIT 
Found back edge 0-1657 -> 1-2605, id: 1432 -> 336, dist: 12 -> 7 -HIT 
Found back edge 0-1657 -> 1-1757, id: 1432 -> 1267, dist: 12 -> 11  
Found back edge 0-1657 -> 1-3657, id: 1432 -> 1262, dist: 12 -> 11  
Found back edge 0-1657 -> 1-1857, id: 1432 -> 1285, dist: 12 -> 11  
Found back edge 0-1667 -> 1-2606, id: 1433 -> 664, dist: 12 -> 9 -HIT replaceable to 1-1867
